@relation weka

@attribute Tipodeusuario {NewVisitor,ReturningVisitor}
@attribute Fecha numeric
@attribute Sesiones numeric
@attribute PorcentajeNuevasSesiones numeric
@attribute Usuariosnuevos numeric
@attribute Porcentajedrebote numeric
@attribute Paginassesion numeric
@attribute Duracionmedia numeric
@attribute Porcentajedconversionesdelobjetivo numeric
@attribute Objetivoscumplidos numeric
@attribute Valordelobjetivo numeric

@data
ReturningVisitor,20160421,485,0,0,82.89,1.3,71.9,0,0,0
NewVisitor,20160210,484,100,484,87.6,1.23,37.46,0,0,0
NewVisitor,20160518,483,100,483,91.93,1.13,24.56,0,0,0
NewVisitor,20161112,482,100,482,86.1,1.34,48.55,0,0,0
NewVisitor,20151128,481,100,481,92.72,1.1,23.62,0,0,0
NewVisitor,20161119,481,100,481,90.02,1.22,28.46,0,0,0
ReturningVisitor,20160511,480,0,0,80.83,1.43,79.68,0,0,0
ReturningVisitor,20170109,480,0,0,87.08,1.26,56.41,0,0,0
ReturningVisitor,20170117,480,0,0,84.17,1.34,69.84,0,0,0
NewVisitor,20161117,479,100,479,86.64,1.22,32.68,0,0,0
ReturningVisitor,20170731,479,0,0,82.05,1.52,79.38,0,0,0
ReturningVisitor,20170521,475,0,0,83.16,1.33,77.87,0,0,0
ReturningVisitor,20160519,472,0,0,85.59,1.24,46.79,0,0,0
NewVisitor,20160728,469,100,469,88.27,1.17,24.8,0,0,0
ReturningVisitor,20170308,469,0,0,79.1,1.46,91.67,0,0,0
NewVisitor,20161023,466,100,466,80.47,1.41,86.03,0,0,0
ReturningVisitor,20161221,462,0,0,82.9,1.45,82.95,0,0,0
NewVisitor,20170507,461,100,461,86.33,1.21,34.2,0,0,0
ReturningVisitor,20160810,461,0,0,85.25,1.31,52.84,0,0,0
NewVisitor,20170430,459,100,459,84.53,1.3,45.18,0,0,0
ReturningVisitor,20170114,459,0,0,87.36,1.25,52.33,0,0,0
ReturningVisitor,20160924,458,0,0,89.74,1.29,43.91,0,0,0
NewVisitor,20150308,457,100,457,82.28,1.4,58.07,0,0,0
ReturningVisitor,20170423,457,0,0,82.71,1.31,57.82,0,0,0
ReturningVisitor,20161218,455,0,0,82.2,1.49,85.45,0,0,0
NewVisitor,20160322,451,100,451,90.69,1.13,43.28,0,0,0
NewVisitor,20160214,450,100,450,91.33,1.12,24.3,0,0,0
NewVisitor,20161222,450,100,450,84.89,1.36,47.32,0,0,0
ReturningVisitor,20170128,447,0,0,83.89,1.3,71.13,0,0,0
NewVisitor,20151008,446,100,446,88.12,1.22,45.15,0,0,0
NewVisitor,20160828,446,100,446,87.22,1.22,25.14,0,0,0
ReturningVisitor,20170212,443,0,0,83.97,1.39,92.21,0,0,0
NewVisitor,20150706,442,100,442,88.91,1.26,33.43,0,0,0
NewVisitor,20150325,441,100,441,86.62,1.24,35.14,0,0,0
NewVisitor,20150429,441,100,441,85.71,1.28,38.64,0,0,0
ReturningVisitor,20160902,440,0,0,82.05,1.36,84.45,0,0,0
ReturningVisitor,20151103,438,0,0,78.54,1.45,115.49,0,0,0
NewVisitor,20161118,436,100,436,80.5,1.75,87.53,0,0,0
ReturningVisitor,20160919,436,0,0,85.78,1.25,60.01,0,0,0
NewVisitor,20161125,435,100,435,84.6,1.32,26.39,0,0,0
ReturningVisitor,20151201,435,0,0,86.44,1.33,74.35,0,0,0
ReturningVisitor,20160504,435,0,0,85.29,1.3,50.18,0,0,0
ReturningVisitor,20170502,435,0,0,83.45,1.35,76.78,0,0,0
NewVisitor,20150319,434,100,434,84.56,1.26,40.32,0,0,0
NewVisitor,20170107,434,100,434,86.87,1.23,36.12,0,0,0
ReturningVisitor,20160913,434,0,0,81.11,1.42,81.69,0,0,0
NewVisitor,20160623,431,100,431,88.4,1.24,31.21,0,0,0
ReturningVisitor,20160510,431,0,0,82.13,1.45,66.61,0,0,0
NewVisitor,20150412,430,100,430,85.12,1.37,46.29,0,0,0
ReturningVisitor,20160503,429,0,0,85.78,1.24,72.62,0,0,0
NewVisitor,20151105,428,100,428,87.38,1.2,40.38,0,0,0
NewVisitor,20160531,426,100,426,89.67,1.16,38.96,0,0,0
ReturningVisitor,20160719,426,0,0,84.74,1.3,70.65,0,0,0
ReturningVisitor,20161117,426,0,0,82.16,1.41,121.01,0,0,0
NewVisitor,20160910,424,100,424,87.97,1.19,34.39,0,0,0
ReturningVisitor,20160419,424,0,0,85.14,1.26,82.59,0,0,0
ReturningVisitor,20160619,424,0,0,90.09,1.23,43.47,0,0,0
ReturningVisitor,20161230,424,0,0,87.26,1.33,56.53,0,0,0
ReturningVisitor,20160429,421,0,0,80.52,1.45,69.83,0,0,0
ReturningVisitor,20161031,421,0,0,66.75,1.6,39.61,0,0,0
NewVisitor,20150413,419,100,419,85.68,1.28,28.07,0,0,0
NewVisitor,20150917,419,100,419,86.16,1.25,32.95,0,0,0
ReturningVisitor,20161201,418,0,0,74.4,1.58,79.14,0,0,0
NewVisitor,20170129,416,100,416,85.58,1.28,37.17,0,0,0
NewVisitor,20150331,415,100,415,88.43,1.2,23.1,0,0,0
NewVisitor,20170106,413,100,413,89.1,1.24,36.93,0,0,0
ReturningVisitor,20151102,413,0,0,81.6,1.39,114.54,0,0,0
NewVisitor,20150312,412,100,412,83.25,1.37,46.3,0,0,0
NewVisitor,20160115,411,100,411,86.86,1.22,37.63,0,0,0
NewVisitor,20160514,410,100,410,86.83,1.33,45.01,0,0,0
NewVisitor,20160820,410,100,410,84.15,1.46,50.75,0,0,0
NewVisitor,20150420,408,100,408,81.86,1.34,56.05,0,0,0
NewVisitor,20150909,407,100,407,93.37,1.12,14.94,0,0,0
ReturningVisitor,20150417,407,0,0,80.34,1.34,42.25,0,0,0
ReturningVisitor,20170429,407,0,0,83.78,1.34,63.63,0,0,0
NewVisitor,20160524,404,100,404,90.35,1.24,30.43,0,0,0
ReturningVisitor,20160415,404,0,0,83.17,1.38,80.09,0,0,0
NewVisitor,20160826,403,100,403,82.38,1.3,46.45,0,0,0
NewVisitor,20150305,402,100,402,86.07,1.23,36.32,0,0,0
NewVisitor,20150329,402,100,402,85.82,1.27,27.35,0,0,0
ReturningVisitor,20160809,402,0,0,82.34,1.39,65.3,0,0,0
ReturningVisitor,20161022,401,0,0,86.53,1.34,68.16,0,0,0
NewVisitor,20150322,400,100,400,86.5,1.28,32.23,0,0,0
NewVisitor,20151117,400,100,400,89.5,1.18,29.48,0,0,0
NewVisitor,20160707,400,100,400,86.75,1.2,30.76,0,0,0
NewVisitor,20150421,399,100,399,76.69,1.41,48.21,0,0,0
NewVisitor,20150301,398,100,398,84.67,1.27,25.6,0,0,0
NewVisitor,20150428,398,100,398,82.41,1.3,33.37,0,0,0
NewVisitor,20151220,398,100,398,91.96,1.15,25.12,0,0,0
ReturningVisitor,20150309,397,0,0,77.83,1.68,96.51,0,0,0
NewVisitor,20160831,396,100,396,84.34,1.34,61.99,0,0,0
NewVisitor,20160715,394,100,394,90.61,1.19,34.48,0,0,0
ReturningVisitor,20160518,393,0,0,87.02,1.38,82.67,0,0,0
NewVisitor,20160128,392,100,392,89.8,1.19,27.17,0,0,0
ReturningVisitor,20160430,392,0,0,83.93,1.32,58.92,0,0,0
NewVisitor,20150311,391,100,391,82.1,1.36,43.22,0,0,0
NewVisitor,20160113,391,100,391,88.24,1.21,47.84,0,0,0
NewVisitor,20150419,390,100,390,87.44,1.23,36.56,0,0,0
NewVisitor,20160527,390,100,390,87.69,1.19,35.65,0,0,0
ReturningVisitor,20170326,390,0,0,87.95,1.25,45.65,0,0,0
NewVisitor,20151120,389,100,389,87.92,1.2,27.45,0,0,0
NewVisitor,20160502,387,100,387,86.56,1.25,35.61,0,0,0
NewVisitor,20150624,386,100,386,88.86,1.22,36.68,0,0,0
NewVisitor,20160218,386,100,386,91.71,1.12,26.17,0,0,0
ReturningVisitor,20160422,386,0,0,82.9,1.3,76.98,0,0,0
ReturningVisitor,20160727,386,0,0,83.94,1.41,82.21,0,0,0
NewVisitor,20150709,385,100,385,87.01,1.25,38.15,0,0,0
NewVisitor,20150310,384,100,384,83.59,1.31,29.63,0,0,0
NewVisitor,20160215,384,100,384,91.15,1.15,24.14,0,0,0
NewVisitor,20150607,383,100,383,87.21,1.26,43.54,0,0,0
NewVisitor,20150813,383,100,383,92.69,1.11,13.48,0,0,0
NewVisitor,20151020,383,100,383,87.21,1.2,28.68,0,0,0
NewVisitor,20160127,383,100,383,90.34,1.15,38.05,0,0,0
ReturningVisitor,20170312,383,0,0,81.72,1.38,75.19,0,0,0
NewVisitor,20150416,381,100,381,81.36,1.38,57.04,0,0,0
ReturningVisitor,20161208,381,0,0,83.2,1.44,70.62,0,0,0
NewVisitor,20160521,380,100,380,89.21,1.18,42.7,0,0,0
ReturningVisitor,20160622,379,0,0,85.22,1.32,66.79,0,0,0
ReturningVisitor,20151114,378,0,0,83.6,1.42,84.76,0,0,0
ReturningVisitor,20170517,378,0,0,82.54,1.34,78.73,0,0,0
NewVisitor,20150802,377,100,377,89.12,1.17,33.49,0,0,0
NewVisitor,20160630,377,100,377,87.53,1.24,37.49,0,0,0
ReturningVisitor,20170107,377,0,0,87.27,1.33,74.33,0,0,0
NewVisitor,20151129,374,100,374,90.64,1.11,23.65,0,0,0
ReturningVisitor,20160211,374,0,0,83.96,1.25,49.05,0,0,0
ReturningVisitor,20160910,374,0,0,85.03,1.25,49.85,0,0,0
NewVisitor,20160117,373,100,373,87.94,1.23,25.49,0,0,0
ReturningVisitor,20160926,371,0,0,86.79,1.29,28.21,0,0,0
NewVisitor,20160223,370,100,370,91.08,1.13,26.3,0,0,0
NewVisitor,20161101,370,100,370,61.62,1.58,36.09,0,0,0
ReturningVisitor,20161125,370,0,0,80.81,1.45,94.57,0,0,0
NewVisitor,20160109,369,100,369,90.24,1.2,24.49,0,0,0
NewVisitor,20160729,367,100,367,89.37,1.19,22.99,0,0,0
ReturningVisitor,20160811,367,0,0,86.38,1.41,79.42,0,0,0
NewVisitor,20161111,366,100,366,85.52,1.3,57.55,0,0,0
ReturningVisitor,20161231,366,0,0,88.8,1.25,42.41,0,0,0
NewVisitor,20150820,365,100,365,90.14,1.19,27.07,0,0,0
ReturningVisitor,20160930,365,0,0,88.22,1.25,70.9,0,0,0
NewVisitor,20150423,363,100,363,85.67,1.35,44.58,0,0,0
ReturningVisitor,20160113,363,0,0,84.57,1.35,80.34,0,0,0
NewVisitor,20160207,362,100,362,89.78,1.19,29.53,0,0,0
NewVisitor,20161212,362,100,362,86.19,1.22,37.17,0,0,0
NewVisitor,20150408,361,100,361,85.87,1.3,39.63,0,0,0
NewVisitor,20160627,361,100,361,85.87,1.25,31.53,0,0,0
NewVisitor,20151119,359,100,359,92.48,1.2,28.72,0,0,0
NewVisitor,20161127,358,100,358,89.94,1.18,20.84,0,0,0
NewVisitor,20150723,357,100,357,85.99,1.26,46.04,0,0,0
ReturningVisitor,20160516,355,0,0,82.82,1.44,104.28,0,0,0
NewVisitor,20150801,354,100,354,85.03,1.34,59.45,0,0,0
NewVisitor,20160309,354,100,354,91.81,1.13,13.93,0,0,0
NewVisitor,20160420,354,100,354,88.14,1.29,57.53,0,0,0
NewVisitor,20160525,354,100,354,88.7,1.18,32.94,0,0,0
ReturningVisitor,20160131,354,0,0,83.62,1.42,112.64,0,0,0
NewVisitor,20160204,353,100,353,89.24,1.21,17.65,0,0,0
ReturningVisitor,20160728,353,0,0,84.7,1.37,81.65,0,0,0
ReturningVisitor,20170105,353,0,0,86.12,1.53,62.93,0,0,0
ReturningVisitor,20170505,352,0,0,86.08,1.24,58.97,0,0,0
NewVisitor,20160120,351,100,351,89.74,1.21,33.77,0,0,0
NewVisitor,20160318,351,100,351,89.46,1.21,37.69,0,0,0
NewVisitor,20160824,351,100,351,86.89,1.23,42.29,0,0,0
NewVisitor,20150313,350,100,350,86,1.39,49.65,0,0,0
NewVisitor,20150414,350,100,350,87.14,1.19,29.57,0,0,0
NewVisitor,20160206,350,100,350,90.86,1.18,21.58,0,0,0
NewVisitor,20160523,350,100,350,88,1.21,45.68,0,0,0
ReturningVisitor,20160720,350,0,0,85.71,1.28,79.18,0,0,0
ReturningVisitor,20161213,350,0,0,83.43,1.36,88.98,0,0,0
ReturningVisitor,20170730,348,0,0,79.02,1.47,98.43,0,0,0
NewVisitor,20150707,347,100,347,85.3,1.31,45.22,0,0,0
NewVisitor,20161126,346,100,346,86.13,1.35,48.09,0,0,0
ReturningVisitor,20160127,346,0,0,85.84,1.31,85.66,0,0,0
NewVisitor,20160701,345,100,345,91.59,1.14,24.87,0,0,0
ReturningVisitor,20160808,345,0,0,80.29,1.6,124.4,0,0,0
ReturningVisitor,20160301,343,0,0,84.26,1.34,92.91,0,0,0
NewVisitor,20150710,341,100,341,87.39,1.52,62.65,0,0,0
ReturningVisitor,20151113,341,0,0,84.46,1.3,71.16,0,0,0
ReturningVisitor,20160819,341,0,0,85.04,1.43,91.37,0,0,0
NewVisitor,20150316,339,100,339,87.32,1.27,31.68,0,0,0
NewVisitor,20160528,338,100,338,88.76,1.36,43.43,0,0,0
NewVisitor,20151121,337,100,337,91.69,1.21,34.03,0,0,0
NewVisitor,20160108,337,100,337,89.91,1.18,16.44,0,0,0
ReturningVisitor,20160601,336,0,0,83.63,1.26,59.79,0,0,0
ReturningVisitor,20160616,336,0,0,84.23,1.33,84.68,0,0,0
ReturningVisitor,20161222,336,0,0,80.36,1.43,71.34,0,0,0
NewVisitor,20150315,335,100,335,85.07,1.3,38.74,0,0,0
NewVisitor,20160316,335,100,335,92.24,1.11,19.32,0,0,0
NewVisitor,20160506,333,100,333,90.09,1.23,43.23,0,0,0
NewVisitor,20170101,333,100,333,85.29,1.28,47.97,0,0,0
ReturningVisitor,20160526,333,0,0,81.08,1.47,102.39,0,0,0
NewVisitor,20150402,332,100,332,89.76,1.17,30.63,0,0,0
NewVisitor,20150819,332,100,332,88.55,1.18,19.37,0,0,0
NewVisitor,20160411,332,100,332,89.16,1.15,21.48,0,0,0
ReturningVisitor,20160108,332,0,0,85.54,1.37,62.08,0,0,0
NewVisitor,20150425,331,100,331,75.83,1.3,40.05,0,0,0
NewVisitor,20150722,330,100,330,79.39,1.35,67.3,0,0,0
ReturningVisitor,20160707,330,0,0,83.03,1.36,84.22,0,0,0
ReturningVisitor,20160726,330,0,0,80.61,1.59,80.85,0,0,0
NewVisitor,20150409,328,100,328,88.11,1.19,35.69,0,0,0
NewVisitor,20150923,328,100,328,88.41,1.25,41.19,0,0,0
ReturningVisitor,20160505,328,0,0,84.76,1.27,64.24,0,0,0
NewVisitor,20150526,327,100,327,89.91,1.14,25.99,0,0,0
NewVisitor,20160813,327,100,327,90.21,1.18,15.27,0,0,0
ReturningVisitor,20160115,327,0,0,82.57,1.31,97.94,0,0,0
NewVisitor,20160517,326,100,326,83.44,1.52,67.94,0,0,0
NewVisitor,20160526,326,100,326,91.41,1.13,29.33,0,0,0
NewVisitor,20160320,325,100,325,92.62,1.12,17.24,0,0,0
NewVisitor,20160329,325,100,325,90.77,1.17,30.74,0,0,0
NewVisitor,20160601,325,100,325,90.15,1.2,39,0,0,0
ReturningVisitor,20151104,325,0,0,83.08,1.3,79.71,0,0,0
ReturningVisitor,20160312,325,0,0,89.85,1.22,64.3,0,0,0
ReturningVisitor,20151215,323,0,0,84.52,1.32,65.64,0,0,0
ReturningVisitor,20160912,323,0,0,83.28,1.55,100.16,0,0,0
NewVisitor,20150424,322,100,322,79.19,1.32,34.28,0,0,0
NewVisitor,20161210,322,100,322,81.06,1.41,50.21,0,0,0
NewVisitor,20160716,321,100,321,90.03,1.2,23.78,0,0,0
NewVisitor,20160801,320,100,320,85.63,1.26,35.53,0,0,0
ReturningVisitor,20160918,320,0,0,86.25,1.36,57.64,0,0,0
NewVisitor,20151219,319,100,319,86.52,1.27,39.55,0,0,0
NewVisitor,20160112,319,100,319,88.09,1.19,28.88,0,0,0
NewVisitor,20160911,319,100,319,86.21,1.29,46.71,0,0,0
NewVisitor,20161211,319,100,319,83.7,1.3,21.43,0,0,0
ReturningVisitor,20170115,319,0,0,82.45,1.69,105.29,0,0,0
NewVisitor,20160825,318,100,318,85.22,1.35,46.52,0,0,0
NewVisitor,20150314,317,100,317,85.8,1.27,38.42,0,0,0
NewVisitor,20150317,317,100,317,83.28,1.26,46.16,0,0,0
NewVisitor,20160827,317,100,317,87.07,1.55,66.98,0,0,0
NewVisitor,20150306,315,100,315,83.49,1.33,57.2,0,0,0
NewVisitor,20150426,315,100,315,81.9,1.52,43.66,0,0,0
NewVisitor,20150521,315,100,315,86.98,1.21,40.54,0,0,0
ReturningVisitor,20170518,315,0,0,81.59,1.56,106.88,0,0,0
NewVisitor,20150427,314,100,314,70.7,1.55,58.28,0,0,0
NewVisitor,20150602,314,100,314,84.71,1.29,52.3,0,0,0
NewVisitor,20150918,314,100,314,89.81,1.19,32.94,0,0,0
NewVisitor,20160118,314,100,314,87.58,1.29,41.14,0,0,0
NewVisitor,20160319,314,100,314,88.22,1.25,56.18,0,0,0
NewVisitor,20160418,314,100,314,87.58,1.23,36.77,0,0,0
NewVisitor,20160705,314,100,314,89.49,1.19,27.49,0,0,0
ReturningVisitor,20151217,314,0,0,84.39,1.36,65.27,0,0,0
ReturningVisitor,20160414,314,0,0,88.54,1.2,64.49,0,0,0
NewVisitor,20151118,313,100,313,89.78,1.17,29.01,0,0,0
NewVisitor,20150513,312,100,312,90.71,1.14,19.18,0,0,0
NewVisitor,20150422,311,100,311,84.57,1.4,52.19,0,0,0
NewVisitor,20151031,311,100,311,90.03,1.18,22.24,0,0,0
NewVisitor,20151230,310,100,310,88.39,1.2,43.35,0,0,0
ReturningVisitor,20160807,310,0,0,90,1.25,51.55,0,0,0
NewVisitor,20150411,309,100,309,85.44,1.23,33.03,0,0,0
NewVisitor,20150715,309,100,309,85.44,1.27,35.11,0,0,0
NewVisitor,20150805,309,100,309,87.38,1.26,47.24,0,0,0
NewVisitor,20151228,307,100,307,88.27,1.28,25.2,0,0,0
NewVisitor,20160216,307,100,307,88.93,1.21,32.52,0,0,0
ReturningVisitor,20151009,307,0,0,79.15,1.65,110.26,0,0,0
NewVisitor,20150307,306,100,306,88.24,1.27,36.25,0,0,0
NewVisitor,20160119,306,100,306,86.6,1.25,33.21,0,0,0
NewVisitor,20160607,306,100,306,88.56,1.25,42.8,0,0,0
ReturningVisitor,20150716,306,0,0,77.78,1.49,66.68,0,0,0
NewVisitor,20150902,305,100,305,91.8,1.1,18.2,0,0,0
ReturningVisitor,20160708,305,0,0,86.89,1.25,58.34,0,0,0
ReturningVisitor,20160829,305,0,0,80.98,1.32,58.21,0,0,0
ReturningVisitor,20161118,305,0,0,76.72,1.82,197.27,0,0,0
NewVisitor,20151001,303,100,303,88.12,1.21,37.55,0,0,0
ReturningVisitor,20160724,303,0,0,88.78,1.21,29.73,0,0,0
ReturningVisitor,20161116,303,0,0,80.2,1.63,141.48,0,0,0
NewVisitor,20151013,302,100,302,90.07,1.2,43.34,0,0,0
NewVisitor,20151202,301,100,301,89.7,1.16,28.44,0,0,0
ReturningVisitor,20160212,301,0,0,80.4,1.44,84.4,0,0,0
NewVisitor,20150415,300,100,300,85,1.27,44.27,0,0,0
NewVisitor,20160718,299,100,299,88.29,1.17,30.45,0,0,0
NewVisitor,20150730,297,100,297,86.87,1.27,45.98,0,0,0
NewVisitor,20151006,297,100,297,88.89,1.22,30.39,0,0,0
NewVisitor,20150520,295,100,295,85.76,1.2,39.76,0,0,0
?,?,1119392,63.52,711004,87.11,1.26,48.98,0,0,0
